Department,Category,Item Lookup Code,Description,Cost,Price,Price A,Price B,Price C
SMOKE SUPPLIES,LIGHTERS,6945161122021,MK GRIP LIGHTERS 50CT,10.0000,18.5000,12.5000,18.5000,18.5000
FOOD & BEVERAGE,,610764826121,BANG PINA COLADA,17.0000,20.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,PT528,3" RICK N MORTY CLEAR GLASS,1.4900,2.0000,2.0000,2.0000,2.0000
,,ACELLORIES CHARGER,ACELLORIES CHARGER,2.7500,3.7500,3.2500,3.7500,3.7500
SMOKE SUPPLIES,,811490700086,DISPENSER SILVER KITCHEN WHIP,19.0000,23.0000,23.0000,23.0000,23.0000
,,763,2.5"FUMED SWIRL ROD SPOON,1.2000,1.7500,1.7500,1.7500,1.7500
,,BANG BLACK BERRY VAN 16OZ,BANG BLACK BERRY VAN 16OZ,17.0000,20.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,610764863812,BANG PEACH MANGO 12CT,17.0000,20.0000,0.0000,0.0000,0.0000
PLASTIC/PAPER GOODS,,054000123344,SCOTT TISSUE 36CT,21.5000,24.7500,24.7500,24.7500,24.7500
,,638370105638,COLORS STANDARD PLUG-IN,0.9000,1.7500,1.2500,1.7500,1.7500
,,UMBRELLA,UMBRELLA  - SINGLE,1.3300,1.9000,1.6000,1.9000,1.9000
CBD,CANDY,CBD PIXIE STICKS DISPLAY ,CBD PIXIE STICKS DISPLAY CASE,45.0000,54.0000,54.0000,54.0000,54.0000
,,DABS,CHILL BUDA DELTA 8 DABS,7.5000,12.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,610764863867,BANG CITRUS TWIST 12CT,17.0000,20.0000,0.0000,0.0000,0.0000
,,6970,3" PINK FUNNEL CHILLUM 5PK,7.2000,10.0000,10.0000,10.0000,10.0000
SMOKE SUPPLIES,,APD126,3 HEAVY PEANUT W/GOLD FUMED,0.8500,1.7500,1.7500,0.0000,0.0000
,,SMALLTRAY,SMALL DESGIN TRAY,2.3500,3.7500,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,076737310446,CLEARFRUIT FRUIT PUNCH 24CT,13.9500,16.0000,16.0000,16.0000,16.0000
FOOD & BEVERAGE,,610764863645,BANG BLUE RAZZ 12CT,17.0000,20.0000,20.0000,20.0000,20.0000
,,852662563627,RHINO AFRICAN 12000 LIQUID,21.0700,35.0000,35.0000,35.0000,35.0000
,,FMP14,4'' METAL MAGNETIC SPOON PIPE,4.4900,6.7500,0.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,FS06,FIDGET SPINNER BATSMAN W/LED,3.5000,4.5000,3.7500,0.0000,0.0000
FOOD & BEVERAGE,,841409114369,HOME SMART PAPER PLATE,0.8100,1.1500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,8904234400891,SATYA MANTRAM INCENSE,7.5000,8.5000,8.5000,0.0000,0.0000
PLASTIC/PAPER GOODS,,041594644515,FOAM CUP 6.4OZ  24PK/51CT,0.7400,1.0000,0.7500,1.0000,1.0000
,,762535485881,CHILL BUDDA DELTA 8 GHOST,8.0000,12.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,PT3,3 DOT WORK HAND PIPE,1.3000,2.0000,2.0000,0.0000,0.0000
FOOD & BEVERAGE,,610764264169,BANG MIAMI COLA 12CT,17.0000,20.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,771,BANG CHERRY BLAZE 12CT,17.0000,20.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,610764863669,BANG STAR BLAST 12CT,17.0000,20.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,081635200522,CIGARETTE HOLDER W/ FILTER12CT,20.0000,24.0000,24.0000,24.0000,24.0000
FOOD & BEVERAGE,,610764000323,BANG COTTON CANDY 12CT,17.0000,20.0000,0.0000,0.0000,0.0000
,,BANG PURPLE PEAR GUAV,BANG PURPLE PEAR GUAV 12CT,17.0000,20.0000,0.0000,0.0000,0.0000
,,716165150374,RAW COTTON FILTER 200CT,1.6000,2.0000,2.0000,2.0000,2.0000
SMOKE SUPPLIES,POUCHES,081635600728,FUJIMA AUTO OPEN HOLDER KING,14.4000,18.0000,18.0000,18.0000,18.0000
,,672299482067,MICHELADAS 24 CT CHELARINDO,36.0000,42.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,756545861315,BROWN JERSEY GLOVES 12CT,5.4000,7.5000,6.5000,7.5000,7.5000
,,RNC10R,NECTAR GLASS 10MM RAINBOW,7.5000,10.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,761856815681,HVR 4" GREEN P-1568,0.3500,0.7500,0.5500,0.7500,0.7500
SMOKE SUPPLIES,MACHINES,081635106305,FUJIMA WINE STOPPER,12.0000,15.0000,15.0000,15.0000,15.0000
SMOKE SUPPLIES,LIGHTERS,811490565586,SPECIAL BLUE DOUBLE TORCH,16.0000,20.0000,0.0000,0.0000,0.0000
,,763583804747,VALU GUARD GLOVES LARGE 200CT,9.0000,10.5000,10.5000,10.5000,10.5000
FOOD & BEVERAGE,,714573249376,SALUCITA MICHELADA SPICY CUP,18.5000,24.0000,23.0000,24.0000,24.0000
,,FWP7004,SPRINKLER PERC ZONG WP,7.9800,11.7500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,APS,SMALL ANIMAL 1CT,1.7000,3.6000,2.2000,3.6000,3.6000
,,860001951615,MHP-20 GUMMIES 30 PACK,16.5000,21.0000,21.0000,21.0000,21.0000
,,HPB003,BUBBLE PREMIUM HEAVY 6,8.1000,11.7500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,FP309,3" FUMED SQUARE MOUTH PIPE,0.0000,2.9900,0.0000,0.0000,0.0000
,,365860107741,ENERGIZE RAPID ACTION 12CT,42.0000,48.0000,44.0000,48.0000,48.0000
,,DETOX CHAMP ,CHAMP DETOX DRINK 473ML ,2.7500,3.1500,3.0000,0.0000,0.0000
FOOD & BEVERAGE,,610764863775,BANG BLACK CHERRY TWIST 12CT,17.0000,20.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,LIGHTERS,811490565654,SPECIAL BLUE SKULL AND ROSE,17.0000,23.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,714573249352,SALUCITA MICHELADA ORG CUP 24 ,18.5000,24.0000,24.0000,0.0000,0.0000
,,FWP6008,COLOR TUBING WATER PIPE 6,4.9200,7.2500,0.0000,0.0000,0.0000
,,FWSP107,SILICONE PUMPKIN OIL RIG,5.9500,8.5000,0.0000,0.0000,0.0000
,,301490039779,PEPTO-BISMOL CHEWABLES 30 CT,21.0000,24.0000,24.0000,24.0000,24.0000
FOOD & BEVERAGE,,714573249338,SALUCITA MICHELADA LIME CUP,18.5000,24.0000,24.0000,0.0000,0.0000
,,FPMJ,JAR MIXED 2'' TO 4'' HAND PIPE,45.9900,0.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,ASHTRAY,090773417891,EXTINGUISHING ASHTRAY 12CT,16.8000,24.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,610764863607,BANG CHAMPANGE 12CT,17.0000,20.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,742271562183,RIGHT WEIGHT SCALE RW-003,4.7500,6.5000,6.5000,6.5000,6.5000
,,822377241141,KRATOM S RED 150 CT,9.9900,14.0000,14.0000,14.0000,14.0000
WRAPS/FILTERS/HEMP/CONES,,680569485175,GREEN GOLD LEAF PAAN FLAVOUR,13.0000,16.5000,16.5000,16.5000,16.5000
CBD,,http://l.ead.me/bb6dKf,CBD DANK FLOWER,0.0000,13.0000,13.0000,13.0000,13.0000
FOOD & BEVERAGE,,714573249727,SALUCITA MICH LIQUID 12OZ BO,1.6500,2.2500,2.2500,2.2500,2.2500
,,FWSP102,BARREL DESIGN SILICONE 8,4.9500,7.0000,0.0000,0.0000,0.0000
,,FWSP108,SILICONE POKEMON BUBBLER,7.1000,10.2500,0.0000,0.0000,0.0000
,,FWSP109,SILICONE TANK OIL RIG 4 2,5.4500,8.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,VP-13,INSIDE CHINA 35,1.5000,3.8000,1.9000,3.8000,3.8000
PLASTIC/PAPER GOODS,,HP2,OCB ORGANIC HEMP PAPER 11/4 24,17.0000,20.0000,20.0000,20.0000,20.0000
CBD,,BLUUM POD DISPLAY,BLUUM POD DISPLAY,192.0000,225.0000,225.0000,225.0000,225.0000
SMOKE SUPPLIES,CIGAR CUTTER,ES1,EZ SPLITZ CIG CUTTER LARGE 60C,39.0000,45.0000,42.0000,45.0000,45.0000
ELECTRONICS & ACCESSORIES,,COLORS STANDARD LED DISPL,COLORS STANDARD LED DISPLAY,130.0000,150.0000,135.0000,150.0000,150.0000
SMOKE SUPPLIES,,719499005235,HIGH HEMP KING PAPER 25CT,21.5000,25.0000,25.0000,25.0000,25.0000
FOOD & BEVERAGE,,076737310408,CLEARFRUIT CHERRY BLAST 24CT,13.9500,15.0000,15.0000,15.0000,15.0000
SMOKE SUPPLIES,PIPES,#7 GLASS PIPE,#7 GLASS PIPE,18.5000,23.0000,23.0000,23.0000,23.0000
LIQUOR SUPPLIES,,720619023343,COCKTAIL SHAKER,4.0000,7.5000,0.0000,0.0000,0.0000
,,FCP315,TWISTED COLOR STRIAGHT PIPE 3,0.6000,1.5000,0.0000,0.0000,0.0000
CBD,BATH BOMB,CBD BATH BOMBS 50MG,CBD BATH BOMBS 50MG,5.2500,7.5000,6.5000,7.5000,7.5000
FOOD & BEVERAGE,,610764251305,BANG RAINBOW UNICORN12CT,17.0000,20.0000,0.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,692012112361,WEIGH MAX SCALE NJ100 BLACK,3.9900,4.9900,4.2500,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,692012112354,WEIGH MAX SCALE RA100,3.9900,4.9900,4.2500,0.0000,0.0000
,,852027004079,DIGITAL SCALE,5.7500,7.5000,0.0000,0.0000,0.0000
,,FP305,COLOR STRIPS 3 RINGS PIPE,1.4000,2.5000,0.0000,0.0000,0.0000
,,856073003727,GOLD PLUS RHINO 100000 24CT,21.0000,55.0000,55.0000,55.0000,55.0000
,,KN95 FACE MASK,KN95 FACE MASK 10CT,25.0000,40.0000,0.0000,0.0000,0.0000
,,716165155669,RAW PARCHMENT 10CM X 4M 12CT,21.5000,26.0000,26.0000,26.0000,26.0000
,,716165284437,RAW SIX SHOOTER VARIABLE QUANT,8.7500,11.5000,9.5000,11.5000,11.5000
,,652369910812,GRINDER 3 PARTS GR041,2.4000,4.5000,3.0000,0.0000,0.0000
,,652369710818,GRINDER 3 PARTS GR043,2.6500,4.5000,3.0000,0.0000,0.0000
,,652369210806,GRINDER 4 PARTS GR042,2.6500,4.5000,3.2500,0.0000,0.0000
,,652369011885,GRINDER4 PARTS GR071-P,5.5000,7.5000,6.0000,0.0000,0.0000
,,086400901291,JOB ORGANIC SINGLE WIDE 24CT,33.5000,37.0000,35.0000,37.0000,37.0000
,,GLOW IN DARK,GLOW IN DARK BLKDOLPINE FLOWER,9.0000,12.0000,10.0000,0.0000,0.0000
,,081635190120,BIG CHERRY & MAPLE WOODEN PIPE,16.8000,24.0000,20.0000,0.0000,0.0000
,,716165177302,ELEMENTS ULTRA THIN RICE 1 1/4,16.5000,19.0000,0.0000,0.0000,0.0000
,,719499005013,HIGH HEMP MINT 25CT,11.5000,16.2500,13.5000,16.2500,16.2500
,,819436018578,CHILLUM TO STRAW FLIP 49 CT,100.0000,130.0000,125.0000,125.0000,125.0000
,,645189835038,FRONTO LEAF REGULAR,1.3500,2.2500,1.7500,2.2500,2.2500
,,685867953623,24K SHINE GOLD PAPER KING ,11.0000,14.0000,14.0000,14.0000,14.0000
SMOKE SUPPLIES,PIPES,FP503,5" COLOR LINES HEAVY PIPE,0.0000,5.9900,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,04200523,RIP IT COCONUT MANGO 16OZ,13.4500,15.5000,14.5000,15.5000,15.5000
ELECTRONICS & ACCESSORIES,,163054300431,GLASS CONTAINER 12CT TRAY ,15.0000,21.0000,20.0000,20.0000,20.0000
ELECTRONICS & ACCESSORIES,,081635002508,9MM PIPE FILTER 10PC 24CT,24.0000,29.0000,29.0000,0.0000,0.0000
,,743690073700,HAND SANITIZER 1.75OZ,2.7500,3.0000,3.0000,3.0000,3.0000
SMOKE SUPPLIES,PIPES,RJ2,3" COLOR TUBE MULTICOLOR,1.5000,2.2500,2.2500,2.2500,2.2500
FOOD & BEVERAGE,,604606009018,BANDERILLA MANGO STICK35CT,17.0000,25.0000,23.0000,25.0000,25.0000
,,RNC10S,NECTAR GLASS 10MM SPECTRUM,7.5000,10.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,FNC07,SILICONE NECTOR COLLECTOR,0.0000,5.9900,0.0000,0.0000,0.0000
,,RNC10G,NECTAR GLASS 10MM GOLD,7.5000,10.5000,0.0000,0.0000,0.0000
,,FPS411,4.5"CARTOON SILICONE PIPE,0.0000,4.9900,0.0000,0.0000,0.0000
AUTOMOTIVE,,RNC14R,NECTAR GLASS 14MM RAINBOW,10.5000,13.5000,0.0000,0.0000,0.0000
,,753182083483,HEMP WICK 24 CT,36.0000,48.0000,48.0000,48.0000,48.0000
SMOKE SUPPLIES,PIPES,FWSP103,13" 2P SILICONE ICE CATCHER,0.0000,13.9900,0.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,814859013650,DIGIT Z SCALE DZ3-600,3.6200,5.5000,4.2500,5.5000,5.5000
FOOD & BEVERAGE,ENERGY DRINK,012000016721,STARBUCKS CARAMEL 13.7OZ  12CT,22.0000,24.5000,23.2500,24.5000,24.5000
FOOD & BEVERAGE,ENERGY DRINK,012000017049,STARBUCKS VANILLA 13.7OZ  12CT,22.0000,24.5000,23.2500,24.5000,24.5000
FOOD & BEVERAGE,ENERGY DRINK,012000018169,STARBUCKS MOCHA 13.7OZ  12CT,22.0000,24.5000,23.2500,24.5000,24.5000
FOOD & BEVERAGE,ENERGY DRINK,012000028472,STARBUCKS COFFEE 15OZ  12CT,22.0000,24.5000,23.2500,24.5000,24.5000
SMOKE SUPPLIES,MISC,013964162547,HI VOLT DETOX 16OZ BLAZIN CHER,3.0000,4.1600,4.0000,0.0000,0.0000
SMOKE SUPPLIES,MISC,013964343113,HI VOLT DETOX 16OZ TROP ORANG,3.0000,4.1600,4.0000,0.0000,0.0000
SMOKE SUPPLIES,MISC,013964343144,HI VOLT DBL FLS ACAI LEMON LM,6.1500,7.6600,7.5000,0.0000,0.0000
SMOKE SUPPLIES,MISC,013964343175,HI VOLT DETOX 16OZ ACAI GRAPE,3.0000,4.1600,4.0000,0.0000,0.0000
SMOKE SUPPLIES,MISC,013964343199,HI VOLT DETOX 16OZ POMEGRANAT,3.0000,4.1600,4.0000,0.0000,0.0000
FOOD & BEVERAGE,ENERGY DRINK,018355602411,PURE ENERGY NOW 24PK,4.5000,6.5000,5.5000,6.5000,6.5000
LIQUOR SUPPLIES,SALT,023604201239,TWANG PICKLE SALT 200CT,11.5000,14.5000,14.5000,14.5000,14.5000
LIQUOR SUPPLIES,SALT,023604305005,TWANG BLOODY MARY  SALT ,1.7500,2.5000,2.0000,2.5000,2.5000
LIQUOR SUPPLIES,SALT,023604467062,TWANG PICKLE RIMMING SALT,2.0000,2.7500,2.2500,2.7500,2.7500
FOOD & BEVERAGE,JUICE/MIXERS,023604703009,ZAS MANGO CHILI 4OZ 12 CT.,2.0000,2.5000,2.5000,2.5000,2.5000
FOOD & BEVERAGE,JUICE/MIXERS,023604712001,ZAS HATCH CHILE  4OZ 12 CT.,2.0000,2.5000,2.5000,2.5000,2.5000
AUTOMOTIVE,,033159010149,CITGO 5W20 12 1QT,26.5000,33.0000,0.0000,0.0000,0.0000
AUTOMOTIVE,,033159010330,CITGO 5W30 12 1QT ,26.5000,37.0000,37.0000,0.0000,0.0000
SMOKE SUPPLIES,GRINDERS,036882100545,GRINDER AA-157,3.2500,4.8000,4.8000,4.8000,4.8000
MEDS/DAILY CARE,DEODARANT,037000124429,SECRET SOLIDPOWDER FRESH STICK,1.3900,1.7500,1.5000,0.0000,0.0000
MEDS/DAILY CARE,MISC,037000331599,ALWAYS ULTRA THIN 20CT,3.0000,3.7500,3.7500,3.7500,3.7500
MEDS/DAILY CARE,MISC,041167008850,ICY HOT CREAM 1.25OZ,2.8900,3.2500,3.2500,3.2500,3.2500
FOOD & BEVERAGE,FOOD,041443007287,PEANUT PATCH SOUTHN. BBQ 12CT,13.1100,17.5000,15.5000,17.5000,17.5000
FOOD & BEVERAGE,FOOD,041443007294,PEANUT PATCH SALT VINEGAR 12CT,13.1100,17.5000,15.5000,17.5000,17.5000
FOOD & BEVERAGE,FOOD,041443007300,PEANUT PATCH JAL. GARLIC 12CT,13.1100,17.5000,15.5000,17.5000,17.5000
FOOD & BEVERAGE,FOOD,041443007317,PEANUT PATCH SWEET HEAT 12CT,13.1100,17.5000,15.5000,17.5000,17.5000
SMOKE SUPPLIES,LIGHTERS,041689127497,ZIPPO CUBS WD SERIES LIGHTER,14.4500,17.5000,16.0000,0.0000,0.0000
SMOKE SUPPLIES,MISC,051497066802,BLAZY SUSAN WHITE COTTON BUDS,1.6000,2.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,LIGHTERS,060230703300,JUMBO LIGHTER CLEAR,15.0000,18.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,MISC,065626846661,WHIP-IT 24CT CREAM CHARGER ORI,8.0000,9.5000,9.0000,9.5000,9.5000
SMOKE SUPPLIES,MACHINES,066619023229,PREMIER TWIN INJECTOR MACHINE,7.5000,10.0000,10.0000,10.0000,10.0000
FOOD & BEVERAGE,FOOD,072999262035,PEARLS PIMIENTO STUFFED OLIVES,0.0000,2.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,DO100,4 DUGOUT DESIGN BIG SIZE,1.0000,1.5000,1.5000,0.0000,0.0000
,,AF1,7 REGULAR HAMMER BUBBLER,6.5000,7.0000,7.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,#39 GLASS PIPE,#39 GLASS PIPE,35.0000,39.0000,39.0000,39.0000,39.0000
FOOD & BEVERAGE,,04200727,RIP IT CHERY LIME 16OZ,13.4500,15.5000,14.5000,15.5000,15.5000
SMOKE SUPPLIES,MISC,081635000160,ALUMINIUM CIG KING CIG HOLDER ,24.0000,28.0000,28.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,ALUHOOKAH,ALUMINIUM HOOKAH RJ-7,1.6500,3.5000,2.1000,3.6000,3.6000
,,FP202,TWO RINGS HEAVY PIPE 2 5,0.8000,1.7500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,APL2,APL2 LARGE ANIMAL 1CT,2.5000,4.2500,4.2500,4.2500,4.2500
FOOD & BEVERAGE,FOOD,070842002708,BEER NUTS HOT BAR MIX ,13.0000,14.0000,0.0000,0.0000,0.0000
CBD,CARTRIDGES,CBD CARTRIDGES 1000MG,CBD CARTRIDGES 1000MG,5.5000,6.7500,6.2500,6.7500,6.7500
,,870434001115,DETOXIFY MEGA CLEAN 32OZ,10.0000,15.7500,15.7500,0.0000,0.0000
LIQUOR SUPPLIES,,655708013120,BOTTLE OPENER 48CT,10.0000,12.0000,12.0000,0.0000,0.0000
FOOD & BEVERAGE,,097339000139,VALENTINA SALSA PICANTE 5OZ,0.5300,0.7500,0.7500,0.7500,0.7500
FOOD & BEVERAGE,,610764863447,BANG SOUR HEADS 12CT,17.0000,20.0000,0.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,814859010918,AWS DIGITAL SCALE 600,5.1900,6.5000,5.7500,6.5000,6.5000
,,077170104425,SWIFT PORTABLE 100MM,10.5000,13.5000,13.5000,13.5000,13.5000
SMOKE SUPPLIES,MISC,081635000177,FUJIMA ALUM AUTO OPEM 100S CIG,24.0000,28.0000,28.0000,0.0000,0.0000
SMOKE SUPPLIES,GRINDERS,692345002292,GRINDER ITEM MH229 4PARTS,5.3500,6.7500,5.7500,6.7500,6.7500
FOOD & BEVERAGE,,604606009001,BANDERILLA TAMARIND STICK35CT,17.0000,25.0000,23.0000,25.0000,25.0000
FOOD & BEVERAGE,JUICE/MIXERS,023604931006,TWANG CLASSIC COCKTAIL MIX 32O,5.1200,6.5000,6.5000,6.5000,6.5000
,,FWP6014,TWISTED TUBE COLOR 6,5.4000,7.7500,0.0000,0.0000,0.0000
FOOD & BEVERAGE,FOOD,041443110925,PEANUT PATCH ORGINAL 6CT,32.2800,39.0000,39.0000,39.0000,39.0000
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,051497066772,BLAZY SUSAN PINK COTTON 300CT,3.5000,4.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,FOOD,070842000667,BEER NUT PEANUTS ,13.0000,14.0000,0.0000,0.0000,0.0000
,,THERMAL T-SHIRT SIZE XL,THERMAL T-SHIRT SIZE XL,3.4200,5.5000,4.0000,5.5000,5.5000
WRAPS/FILTERS/HEMP/CONES,CONES,051497221744,BLAZY SUSAN 98MM CONES,8.5000,10.7500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,811490703636,DISPENSER BLUE GROVEY TIE DIE,21.5000,25.5000,25.5000,25.0000,25.5000
,,811490571228,SPECIAL BLUE CLASSIC SKIN,18.4000,24.5000,0.0000,0.0000,0.0000
,,812934026120,SMARTPHONE MC CABLE 25CT,1.5000,2.0000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,051497066789,BLAZY SUSAN WHITE COTTON 300CT,3.5000,4.5000,0.0000,0.0000,0.0000
,,812934026090,SMARTPHONE TC CABLE 25CT,1.5000,2.0000,0.0000,0.0000,0.0000
AUTOMOTIVE,,033159010118,CITGO 10W30 12 1QT ,26.5000,37.0000,37.0000,0.0000,0.0000
,,800182005004,FUZION RT-500 SCALE,0.0000,3.0000,2.7500,3.0000,3.0000
SMOKE SUPPLIES,,742271562220,RIGHT WEIGHT SCALE RW-006,3.9500,6.5000,6.5000,6.5000,6.5000
ELECTRONICS & ACCESSORIES,,692201011109,WEIGHMAX DX-100,4.7500,6.0000,4.7500,0.0000,0.0000
,,762535049335,CHILL BUDDA DELTA 8 PURPLE,8.0000,12.5000,0.0000,0.0000,0.0000
,,PREMIER ZEN 4000,PREMIER ZEN 4000,48.0000,65.0000,65.0000,65.0000,65.0000
,,762535347226,CHILL BUDDA DELTA 8 CAKE,8.0000,12.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,GW1209,12 SOFT GLASS VASE,8.7500,12.0000,12.0000,0.0000,0.0000
SMOKE SUPPLIES,,081635130065,ELECTRIC CIGARETTE EMATIC6 KIN,22.0000,27.0000,23.0000,0.0000,0.0000
CBD,,664339750397,SWAG HAMP SMOKE,42.0000,48.0000,48.0000,48.0000,48.0000
,,FNC01,SILICONE NECTOR COLLECTOR,0.0000,9.9900,0.0000,0.0000,0.0000
AUTOMOTIVE,,033159010132,CITGO 10W40 12 1QT ,26.5000,33.0000,37.0000,0.0000,0.0000
MEDS/DAILY CARE,MISC,022600019961,TROJAN EXTENDED PLEASURE 6CT,12.5000,13.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,JUICE/MIXERS,023604911008,TWANG CLASSIC COCKTAIL MIX 16O,3.1000,4.0000,4.0000,4.0000,4.0000
,,USB LIGHTER 12CT LIGHT DU,USB LIGHTER 12CT LIGHT DUTY ,25.0000,35.0000,35.0000,0.0000,0.0000
,,T-SHIRT 2XL V-NECK WHITE ,T-SHIRT 2XL V-NECK WHITE ,1.8300,2.2500,2.2500,2.2500,2.2500
SMOKE SUPPLIES,,811490000971,WHIP-IT 24CT CREAM CHARGER BLU,8.0000,9.5000,9.0000,9.5000,9.5000
SMOKE SUPPLIES,PIPES,X2181,8' FANCY TAPER W/MILLE FLOWERS,7.0000,10.0000,10.0000,0.0000,0.0000
SMOKE SUPPLIES,,A022,8 SINGLE BUBBLE WITH WRAP,7.5000,9.5000,9.5000,0.0000,0.0000
,,822377241158,KRATOM S WHITE 150 CT,9.9900,14.0000,14.0000,14.0000,14.0000
AUTOMOTIVE,,10071153785752,STP SUPER CON FIUEL INJ 12CT,23.5000,29.5000,27.5000,29.5000,29.5000
SMOKE SUPPLIES,LIGHTERS,811490568327,SPECIAL BLUE PLASITC LIGHTER,13.5000,18.5000,0.0000,0.0000,0.0000
CBD,,https://client.sclabs.com,CBD FLOWER,0.0000,14.0000,0.0000,0.0000,0.0000
,,822377241134,KRATOM S GREEN 150 CT,9.9900,14.0000,14.0000,14.0000,14.0000
LIQUOR SUPPLIES,SALT,023604200539,TWANG TAMARIND  SALT 200CT,11.5000,14.5000,14.5000,14.5000,14.5000
ELECTRONICS & ACCESSORIES,,DUALCHARGDISP,DUAL CHARGER DISPLAY 100PCS,85.0000,140.0000,115.0000,140.0000,140.0000
FOOD & BEVERAGE,JUICE/MIXERS,023604704006,ZAS TAMARIND 4OZ 12 CT.,2.0000,2.5000,2.5000,2.5000,2.5000
,,DOVE SPRAY,DOVE SPRAY AP-DEO 150ML,10.5000,13.5000,0.0000,0.0000,0.0000
,,771377150659,KRATOM S TRAINWRECK 50 CT,5.4900,10.0000,10.0000,10.0000,10.0000
,,771377150666,KRATOM S TRAINWRECK  100 CT,8.9900,14.0000,14.0000,14.0000,14.0000
SMOKE SUPPLIES,PIPES,6SHOOTER,6SHOOTER RJ-7,2.6000,5.5000,3.2500,5.5000,5.5000
,,081635161939,SHISHA HOOKAH DOUBLE HOSE HK93,6.0000,9.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,LIGHTERS,070330644205,BIC PRINTED LIGHTERS 50CT,39.0000,45.0000,42.0000,45.0000,45.0000
AUTOMOTIVE,,070612403209,ARMOR ALL TIRE FOAM SINGLE20OZ,3.0000,4.0000,4.0000,4.0000,4.0000
MEDS/DAILY CARE,MISC,047400130715,GILLETTE SHAVING GEL 6CT,12.5000,16.0000,16.0000,16.0000,16.0000
SMOKE SUPPLIES,,091585031183,CLIPPER LIGHTER,26.0000,28.8000,28.8000,283.8000,28.8000
SMOKE SUPPLIES,,JA24,2 FUNNEL SLIDE,1.2500,2.0000,2.0000,0.0000,0.0000
CBD,E-LIQUID,758763246691,HEMP CBD OIL ,13.0000,16.5000,16.5000,16.5000,16.5000
LIQUOR SUPPLIES,SALT,023604206432,TWANG HOT PICKLE SALT 200CT,11.5000,14.5000,0.0000,0.0000,0.0000
CBD,,CBD CARTRIDGE DISPLAY 72C,CBD CARTRIDGE DISPLAY 72CT,0.0000,432.0000,432.0000,432.0000,432.0000
MEDS/DAILY CARE,MISC,073010006881,TAMPAX PEARL 6PK,22.5000,26.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,RJ8,DIAMOND CUT METAL PIPE,0.5000,0.8500,0.6000,0.8500,0.8500
FOOD & BEVERAGE,,610764262585,BANG 24PK VARIETY PK,33.9800,39.0000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,LIQUID,0685757524780,GW GENIUS CARE SANITIZER 100ML,0.5000,0.8500,0.6500,0.8500,0.8500
SMOKE SUPPLIES,PIPES,FPS402,4.5" CAT SILICONEPIPE,0.0000,4.9900,0.0000,0.0000,0.0000
,,FPS302,SLOTH SILICONE PIPE W KEYCHAIN,2.2000,3.2500,0.0000,0.0000,0.0000
SUPPLEMENTS,,10855028005073,357 SUPER MAGNUM BOTTLE 12CT,16.5000,21.0000,18.5000,21.0000,21.0000
,,886552000046,GALAXY LITE 50CT ,3.7500,5.0000,0.0000,0.0000,0.0000
