Department,Category,Item Lookup Code,Description,Price
SMOKE SUPPLIES,,041689140076,ZIPPO BUTANE 1.48OZ 12CT,1.75
SMOKE SUPPLIES,,077170260893,TOP O MATIC T2,42.97
FOOD & BEVERAGE,SODA,025000119996,MINUTE MAID BLUE 20 OZ,32
TOBACCO VAPE,45mg VAPE,78612969,POSH XL PEACH 10PK,69.99
TOBACCO,60CT CIGAR,071610341135,DUTCH GOLD SAVE ON 2 60CT,40.99
SUPPLEMENTS,,3.86198E+12,RHINO 96 PLATINUM 100K 24CT,50
MEDS/DAILY CARE,MISC,022600960034,TROJAN FIRE & ICE 6PK,13.5
SMOKE SUPPLIES,,00076308411688,SCOTCH UTILITY TAPE 12CT,11.75
WRAPS/FILTERS/HEMP/CONES,,GOKUL,GOKUL INCENSE ASSORTED 6CT,2.5
,,1.08586E+13,DON CHELADA CHAMOY,28.75
FOOD & BEVERAGE,JUICE/MIXERS,071845098309,COCO LOPEZ CREMA DE COCO,3.9
FOOD & BEVERAGE,JUICE/MIXERS,01660433,ROSES LIME JUICE 12OZ,3.25
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BILLIONAIRE HEMP SWEET 25CT,13.5
FOOD & BEVERAGE,ENERGY DRINK,070847021841,MONSTER ULTRA SUNRISE 16OZ,40.5
FOOD & BEVERAGE,SODA,049000019162,COCA COLA 20OZ FANTA ORAN 24PK,32
,,8.11254E+11,DOUBLE DIAMOND GREEN KING SIZE,12.5
ELECTRONICS & ACCESSORIES,,1.00772E+13,TOP CIG MACHINE 100MM,31.5
WRAPS/FILTERS/HEMP/CONES,,077170114431,TOP GOLD 100MM FIL TUBE 200C,16
WRAPS/FILTERS/HEMP/CONES,,077170260671,GAMBLER GOLD 100'S 5PK,16.5
WRAPS/FILTERS/HEMP/CONES,,016165006580,ZEN TUBES RED KING 250CT/BOX,3
SMOKE SUPPLIES,,7.16165E+11,"ZEN TUBE MENTHOL 100""S 200CT",3
WRAPS/FILTERS/HEMP/CONES,,077170125444,JOB FRENCH WHITE PAPER 1 1/4,40
PLASTIC/PAPER GOODS,,8.65441E+11,3 1/8 x 220 THERMAL ROLLS 50CT,48
SMOKE SUPPLIES,MISC,00720760257024,RE-FRESH PLATINUM12CT,33
MEDS/DAILY CARE,,037000890331,ALWAYS THIN 33CT,6.5
MEDS/DAILY CARE,DEODARANT,022200963695,LADY SPEED STICK INVISIBLE DRY,1.5
WRAPS/FILTERS/HEMP/CONES,,041985453603,KING PALM 2CT KING ROLL 24PK,54
PLASTIC/PAPER GOODS,,037000748441,BOUNTY BIG ROLL 12ct,18
MEDS/DAILY CARE,MISC,014558592863,ANTI-DIARRHEAL,9.5
MEDS/DAILY CARE,,6.55708E+11,THERAFLU NIGHT TIME SERVRE 20C,26.5
TOBACCO,60CT CIGAR,031700238950,GAME ICE DONUT 2/1.29 2PK 30CT,33.5
AUTOMOTIVE,,1.00748E+13,PEAK WINDSHEILD,15
SMOKE SUPPLIES,,008660008176,ZIGZAG ULTRA THIN 11/4 DISP,42.75
TOBACCO,SMOKE TOBACCO,8.94135E+11,GOOD STUFF MENTHL GOLD BG 6OZ ,7.3
TOBACCO VAPE,45mg VAPE,78633025,POSH XL STRAWBERRY BANANA10PK,69.99
TOBACCO VAPE,45mg VAPE,78609761,POSH XL MANGO STRAWBERRY10PK,69.99
TOBACCO VAPE,45mg VAPE,78654709,POSH XL STRAWBERRY 10PK,69.99
TOBACCO VAPE,45mg VAPE,78620186,POSH XL MINT 10PK,69.99
MEDS/DAILY CARE,PILLS,6.01575E+11,SWAG HONEY 12CT,15
SMOKE SUPPLIES,BUTANE,6.76758E+11,BBQ LIGHTER ,1.25
CBD,,2.06155E+13,CHILL BUDA KRATOM SHOT,8.5
TOBACCO,60CT CIGAR,025900329891,SWISHER HONEYBAN 2/1.19 60CT,31
WRAPS/FILTERS/HEMP/CONES,,8.16568E+11,SHARGIO BLUE CIG TUBE 200 KING,11
FOOD & BEVERAGE,JUICE/MIXERS,072718601244,MR PURE PINE MANGO 16OZ,18.5
TOBACCO,60CT CIGAR,031700420225,WHITE OWL SV2 STRAWBERRY 60CT,40.99
TOBACCO VAPE,70mg VAPE,78670297,POSH MAX5200 MANGO LYCHEE 5PK,53.99
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE ORNGMANGOMELON 10CT,105.5
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE GRAPE 10CT,105.5
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE STRAWPCHMINT 10CT,105.5
TOBACCO,60CT CIGAR,031700233894,WHITE OWL WHITE PEACH 2/99 30C,25.99
SUPPLEMENTS,,9.5563E+12,RHINO MINT CHOCO 12PK,15
SUPPLEMENTS,,7.24088E+11,RHINO CHOCO 12PK,15
SMOKE SUPPLIES,,097868125563,BLUNT LIFE JUMBO 24CT,65
TOBACCO VAPE,70mg VAPE,78601703,POSH MAX5200 RAZZMATAZZ 5PK,53.99
TOBACCO VAPE,70mg VAPE,78612013,POSH MAX5200 CHERRY LEMON 5PK,53.99
TOBACCO,60CT CIGAR,071610341173,DUTCH PURPLE 2/1.29 2PK 30CT,33.5
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW 1 1/4ARTESANO/PAPER/TRAY,33
,,6.76308E+11,DELTA 9 GUMMIES MIXED BERRY,45
SUPPLEMENTS,,6.80202E+11,SWAG PLATINUM STRONG FORMULA,65
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW KINGSLIM ARTESANO CLSC15CT,37.5
PLASTIC/PAPER GOODS,,8.00739E+13,AVIATOR PLAYING CARDS 12PK,18.99
NICOTINE POUCH,,8.87969E+11,ZONE SPEARMINT 6MG,19.9
SMOKE SUPPLIES,LIGHTERS,070330633261,BIC PLAYBOY 50CT,79.5
SMOKE SUPPLIES,LIGHTERS,070330653979,BIC BLOWN GLASS 50CT,65
SMOKE SUPPLIES,LIGHTERS,030546938505,REFILLABLE BUTANE LIGHTER,58
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,0110854029008427,KING PALM KING 15CT,45
,,081635005424,TRIPLE TORCH FLAME LIGHTER 4CT,45
FOOD & BEVERAGE,ENERGY DRINK,070847037835,MONSTER WHITE PINEAPPLE16OZ24C,40.5
WRAPS/FILTERS/HEMP/CONES,,077170260718,GAMBLER TUBE CUT KING REG 5PK,12.5
WRAPS/FILTERS/HEMP/CONES,,077170102414,GAMBLR SILVER KING 5PK,12.5
ELECTRONICS & ACCESSORIES,,6.2405E+11,XERO X4 SERIES SCALE,4.75
SMOKE SUPPLIES,,008660007582,ZIGZAG ULTRATHIN KINGSIZE 36PK,42.75
,,081635000245,FUJIMA MAPLE CHERRY WOOD PIPE,30
FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE PEACH  WATERMELO,MR. PURE PEACH  WATERMELO16OZ,19.5
MEDS/DAILY CARE,,8.15556E+11,TYLENIOL PM 20CT,9.75
FOOD & BEVERAGE,,079581995265,CALYPSO GRAPEBERRY LEMONAD20OZ,19.5
WRAPS/FILTERS/HEMP/CONES,CONES,7.16165E+11,RAW CONE HEMP 6CT 1/14,39.75
MEDS/DAILY CARE,MISC,022600930501,TROJAN ENZ PREMIUM 6PK,9.5
MEDS/DAILY CARE,MISC,022600642039,TROJAN MAGNUM 6PK,9.5
SMOKE SUPPLIES,,8.90423E+12,SATYA JASMINE INCENSE,9.5
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,7.16165E+11,RAW CLASSIC 1 1/4 24CT,20
FOOD & BEVERAGE,JUICE/MIXERS,00014800511765,CLAMATO 16OZ,21
FOOD & BEVERAGE,,6.11269E+11,RED BULL COCONUT 12 OZ,57
SMOKE SUPPLIES,,7.02571E+11,DANKLEAF WEDDING CAKE 10PK,42
SMOKE SUPPLIES,,7.02571E+11,DANKLEAF GIRL SCOUT COOKIE10PK,42
SMOKE SUPPLIES,,7.02571E+11,DANKLEAF SKYWALKER OG 10PK,42
SMOKE SUPPLIES,,8.10129E+11,BLUE DIA PURPLE PUNCH,55
TOBACCO,50CT CIGAR,070137505297,BLACK N MILD WINE WOODTIP 5PK,65.99
,,6.93934E+12,SOUR SQUEZZE CANDY 12PCS,19.5
MEDS/DAILY CARE,,079400251602,DEGREE SHOWER CLEAN1.6OZ,3
WRAPS/FILTERS/HEMP/CONES,CONES,7.16165E+11,RAW CONE BLACK 6PK 1 1/4 32CT,45
FOOD & BEVERAGE,JUICE/MIXERS,072718100914,MR. PURE APPLE CRANBERRY 16OZ,19.5
MEDS/DAILY CARE,,083078123154,CARMEX JARS 12CT,15
ELECTRONICS & ACCESSORIES,,8.12934E+11,WARNER CAR CHARGER,2.75
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON APPLE 5PK 10PK,55.99
TOBACCO VAPE,70mg VAPE,78620209,POSH MAX5200 GUM MINT,53.99
TOBACCO VAPE,70mg VAPE,78616011,POSH MAX5200 BLUERASPMINT 5PK,53.99
AUTOMOTIVE,,8.07898E+11,WINDSHIELD WATER,15
AUTOMOTIVE,,8.4018E+11,CARE AUTO BOOSTER CABLE 500AMP,8.5
SMOKE SUPPLIES,,BLACK ICE,LITTLE TREE BLK ICE 12CT,15.75
AUTOMOTIVE,,076768113009,TIRE INFLATOR KIT AIR FORCE ,2.85
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON MOCHA FRAP 5PK 10K,55.99
TOBACCO VAPE,42.5mg  VAPE,78643024,POSH PLUS KIWI MELON 3000 5CT,46.99
TOBACCO VAPE,80mg Vape,8.10125E+11,GEEK BAR 15K TROP RAINBOW 5C,51.99
TOBACCO VAPE,80mg Vape,8.10125E+11,GEEK BAR 15K BLUE RAZZ 5C,51.99
TOBACCO VAPE,80mg Vape,8.10125E+11,GEEK BAR 15K FCUKIN FAB 5C,51.99
TOBACCO VAPE,80mg Vape,8.10125E+11,GEEK BAR 15K WATERMELON 5C,51.99
TOBACCO VAPE,80mg Vape,8.10125E+11,GEEK BAR 15K STRAW BANANA 5C,51.99
TOBACCO VAPE,45mg VAPE,78609358,POSH XL APPLE 10PK,69.99
TOBACCO,60CT CIGAR,031700238844,WHITE OWL MOONSHINE 2/1.19 60C,31
FOOD & BEVERAGE,,7.19411E+11,5-HOUR EXTRA SOUR APPLE,23.25
MEDS/DAILY CARE,,3.12546E+11,HALLS  ASSORTED CITRUS 20CT,22.5
MEDS/DAILY CARE,,CHAPSTICKJAR,CHAPSTICK ASSORTED JARS 72CT,79
MEDS/DAILY CARE,MISC,7.86469E+11,BLACK BULL EXTREME 12PK,40
SMOKE SUPPLIES,,AIRFRESH,SPECIAL BLUE AIRFRESHER 12CT,24
WRAPS/FILTERS/HEMP/CONES,,086400903271,OCB PREMIUM PAPER SLIM  W/TIPS,34
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW CLASSIC KING SUPREME 24CT,30
SUPPLEMENTS,,6.41607E+11,MAGNUM 24K GOLD BOX,50
,,1.08575E+13,BIILIONAIRE HEMP BANANA CREAM,13.5
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BILLIONAIRE HEMP CREAM 25CT,13.5
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE STRAW KIWI 10CT,105.5
TOBACCO VAPE,60mg VAPE,BREEZEBLUEBERRY,BREEZE BLUEBERRY MINT 10CT,105.5
SMOKE SUPPLIES,ASHTRAY,018505138951,BUTT BUCKET ASHTRAY 12CT,17.5
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BILLIONAIRE COGNAC WRAPS,13.5
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON PINA COLADA 5PK 10K,55.99
TOBACCO,60CT CIGAR,025900284336,SWISHER STRWBRY 2/1.19 60CT,31
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON BLUERAZZCOTN5PK 10K,55.99
TOBACCO,60CT CIGAR,8.42426E+11,4K CIG NAPA GRAPE 1.19,14.5
MEDS/DAILY CARE,,6.55708E+11,TYLENOL SINUS SEVERE 20CT,15.75
ELECTRONICS & ACCESSORIES,,6.2405E+11,XERO X2 SERIES SCALE,4.75
PLASTIC/PAPER GOODS,,1/10 BLACK,1/10 HEAVY DUTY BLACK BAG 2000,18.5
FOOD & BEVERAGE,,00078000030969,SQUIRT MEXICAN GLS 12CT,18
TOBACCO VAPE,45mg VAPE,78600126,POSH XL SPEARMINT 10PK 1500PUF,69.99
FOOD & BEVERAGE,ENERGY DRINK,6.11269E+11,RED BULL SUGAR FREE 20 OZ,44
SUPPLEMENTS,,7.93574E+11,SWAG PILLS 24CT,32
,,081635102901,FUJIMA BAR TENDER TOOL 12CT,21
TOBACCO SNUFF,SNUFF 6OZ,073100010958,SKOAL WINTERGREEN LONGCUT 6OZ,32.5
TOBACCO,MOIST SNUFF,073100014611,COPENHAGEN ORIGINAL LNGCT,32.5
,,079223056101,GAS CAN 5 GAL,20.5
PLASTIC/PAPER GOODS,,6.59962E+11,PACIFIC PLASTIC FORKS BLK 50C,1
FOOD & BEVERAGE,JUICE/MIXERS,072718400137,MR. PURE LIME  64OZ,21.5
CBD,,6.76308E+11,MYSTIC LABS D9 YUZU LEMONADE,45
PLASTIC/PAPER GOODS,PLASTIC CUPS,0688130664615,RED CUP 16OZ 16CT,0.75
WRAPS/FILTERS/HEMP/CONES,CONES,051497315573,BLAZY SUSAN PURPLE 6PK CONE,36
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE CHERRY LEMON 10CT,105.5
TOBACCO VAPE,45mg VAPE,78610903,POSH XL LYCHEE 10PK,69.99
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE SPEARMINT 10CT,105.5
MEDS/DAILY CARE,,083078123178,CARMAX 12CT ORIGINAL LIP STICK,15
,,TOY CANDY,TOY CANDY,13.5
SUPPLEMENTS,KRATOM,7.91684E+11,ROYAL HONEY STRAWBERRY SOUR DI,15
ELECTRONICS & ACCESSORIES,,00041333088617,DURACELL 9V 1PK BATTERY,42.5
SUPPLEMENTS,KRATOM,7.91684E+11,ROYAL HONEY BERRY RNTZ,15
SUPPLEMENTS,KRATOM,7.91684E+11,ROYAL HONEY SOUR TANGIE & ORAN,15
SUPPLEMENTS,KRATOM,7.91684E+11,ROYAL HONEY BLUEBERRY KUSH,15
LIQUOR SUPPLIES,,6.33149E+11,TAJIN 4.23OZ 1CT,3.75
MEDS/DAILY CARE,,ANACONDA,ANACONDA PILLS 20CT,45
FOOD & BEVERAGE,,6.11269E+11,RED BULL PEACH 8.4FL OZ ,39
MEDS/DAILY CARE,MISC,047400130906,GILLETTE SENSITIVE SKIN CREAM,2.75
MEDS/DAILY CARE,MISC,047400245501,GILLETTE FOAMY,15
FOOD & BEVERAGE,FOOD,6.93934E+12,SOUR LICKER CANDY 12CT,19.5
TOBACCO,SMOKE TOBACCO,047995100926,AMERICAN SPIRIT ORGANIC 8.46OZ,96.5
TOBACCO,45mg VAPE,6.97487E+12,HQD 4500 BLUE RASP 10PK,86.5
TOBACCO,60CT CIGAR,8.18892E+11,GOODTIMES WATERMELON 15PK 3CT,10.25
TOBACCO,45mg VAPE,7.42272E+12,FLY BAR BLU COTTONCANDY 10PK ,82.5
TOBACCO,60CT CIGAR,025900405366,SWISHER DIAMOND 2/99 30PK2CT,25.99
TOBACCO,45mg VAPE,7.42272E+12,FLY BAR TROP RAINBOW 10PK 5K,82.5
TOBACCO,45mg VAPE,7.42272E+12,FLY BAR TRIPLE BERRY 10PK 5K,82.5
TOBACCO,45mg VAPE,6.97487E+12,HQD 4500 WATERMELON 10PK,86.5
TOBACCO,45mg VAPE,7.42272E+12,FLY BAR BLACK ICE 10PK 5K PUFF,82.5
FOOD & BEVERAGE,ENERGY DRINK,012000028465,STARBUCKS MOCHA 15OZ  12CT,24.5
,,081635005264,MICROTORCH FLAME LIGHTER 6CT,42
MEDS/DAILY CARE,MISC,022600927204,TROJAN ULTRA SPERMICIDAL 6PK,11.5
,,051497221713,BLAZY SUSAN PINK KINGSIZE CONE,36
FOOD & BEVERAGE,,8.85034E+12,HALLS MIXED BERRY,22.5
MEDS/DAILY CARE,,3.57466E+12,LISTERINE 250ML FRESH,3.25
MEDS/DAILY CARE,,7.62221E+12,HALLS SPEARMINT 20CT,22.5
TOBACCO VAPE,70mg VAPE,78612006,POSH MAX5200 MINT 5PK,53.99
TOBACCO VAPE,70mg VAPE,78610927,POSH MAX5200 SPEARMINT 5CT,53.99
TOBACCO VAPE,70mg VAPE,78600935,POSH MAX5200 GRAPE 5PK,53.99
TOBACCO VAPE,42.5mg  VAPE,78601543,POSH PLUS TROPIC FUS 3000 5CT,46.99
TOBACCO VAPE,42.5mg  VAPE,78674158,POSH PLUS RAINBOW 3000 5CT,46.99
TOBACCO VAPE,42.5mg  VAPE,78647008,POSH PLUS APPLE MINT 3000 5PK,46.99
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON PEACH BERRY 5PK 10K,55.99
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON FRZN RASP 5PK 10K,55.99
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON RASP MINT 5PK 10K,55.99
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON LEMONCOLA 5PK 10K,55.99
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON MIX BERRIES 5PK 10K,55.99
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON POLAR MINT 15PK 10K,55.99
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON GRAPE 15PK 10K,55.99
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON BLUE SLURPE 5PK 10K,55.99
TOBACCO,SMOKE TOBACCO,077170632539,GAMBLER TUBECUT FULL BAG 8OZ,31
SMOKE SUPPLIES,LIGHTERS,070330611252,BIC GEOMETRIC LIGHTERS 50CT,65
FOOD & BEVERAGE,JUICE/MIXERS,072718100228,MR. PURE APPLE JUICE 32OZ,29.75
TOBACCO VAPE,42.5mg  VAPE,78626737,POSH PLUS BLUERASP 3000PUFF 5C,46.99
TOBACCO,30CT CIGAR,025900359003,SWISHER LEAF ORGINAL 3PK10CT,27.99
NICOTINE POUCH,,042100026535,GRIZZ NIC WINTERGREEN 7MG,21.75
ELECTRONICS & ACCESSORIES,,8.55553E+11,BBQ LIGHTER 1CT,1.25
MEDS/DAILY CARE,,3.0573E+11,ADVIL LIQUI GEL 6PK 24CT,31
MEDS/DAILY CARE,MISC,047400130920,GILLETTE SHAVING GEL,8.5
PLASTIC/PAPER GOODS,,6.76979E+11,CLEAR TAPE ROLL 36CT,36
TOBACCO VAPE,110mg Vape,78622968,POSH 30K BERRY BURST 5CT,68.5
WRAPS/FILTERS/HEMP/CONES,,8.17458E+11,WILD HEMP PURPZ WRAP,12.5
FOOD & BEVERAGE,,6.11269E+11,RED BULL YELLOW 8.4FL OZ,39
PLASTIC/PAPER GOODS,,GARIBNAWAZ,GARIB NAWAZ BLACK 2+2 1000CT,0
FREIGHT OR SERVICE CHARGE,,SERVICE CHARGE,SERVICE CHARGE,0
FOOD & BEVERAGE,SODA,025000100598,MINUTE MAID GREEN 20OZ KIWI,32
PLASTIC/PAPER GOODS,,0688130664561,12OZ PACIFIC 20CT WHITE CUPS,38.5
ELECTRONICS & ACCESSORIES,,05000394026490,DURACELL C-2 2PK 12CT,36.5
SMOKE SUPPLIES,BUTANE,00037900991435,RONSON MULTI-FILL 12CT 1.48OZ,24
SMOKE SUPPLIES,CIGAR CUTTER,081635001600,FUJIMA 56G 2 IN 1 V CUTTER,24
SMOKE SUPPLIES,LIGHTERS,070330643932,BIC CUBS WORLD SERIES 50CT,74
SMOKE SUPPLIES,,8.10129E+11,BLUE DIA SOUR DIESEL,55
PLASTIC/PAPER GOODS,,1/9 WHITE,1/9  WHITE  HEAVY DUTY BAG,14
PLASTIC/PAPER GOODS,,0688130664547,12 OZ CUP 300CT,9.5
TOBACCO,SMOKE TOBACCO,070195591331,AMERICA'S BEST CHEW 12CT 3OZ,128
TOBACCO,SMOKE TOBACCO,8.94135E+11,GOOD STUFF SILVER  BAG 6OZ,7.99
FOOD & BEVERAGE,SODA,049000018011,COCA COLA 20OZ CHERRY 24PK,32
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,0110854029008489,KING PALM SLIM 2PK 2.49 20CT,31
TOBACCO VAPE,45mg VAPE,78603646,POSH XL MENTHOL 10PK,69.99
TOBACCO VAPE,45mg VAPE,78602199,POSH XL GRAPE 10PK,69.99
TOBACCO VAPE,45mg VAPE,78613607,POSH XL PINEAPPLE SLUSH 10PK,69.99
TOBACCO VAPE,45mg VAPE,78600133,POSH XL CHERRY LEMON 10PK,69.99
FOOD & BEVERAGE,,1.08586E+13,DON CHELADA GREEN 24 CT,28.75
SMOKE SUPPLIES,LIGHTERS,BIC MIX VARIETY  DISPLAY ,BIC MIX VARIETY  DISPLAY 260CT,238.5
MEDS/DAILY CARE,MISC,3.07661E+11,TUMS 1000CT PEPPERMINT,14.99
SUPPLEMENTS,,7.87189E+11,VIP ROYAL HONEY PILL 24CT,50
SMOKE SUPPLIES,LIGHTERS,7.0767E+11,9MM PISTOL LIGHTER 18CT,67.5
SMOKE SUPPLIES,LIGHTERS,7.0767E+11,9MM PISTOL LIGHTER 12CT,46.5
SMOKE SUPPLIES,,8.90425E+12,NAG CHAMPA AGARBATTI,9.5
,,7.87189E+11,HARD STELL GOLD,55
AUTOMOTIVE,,079567490005,WD-40,3.25
FOOD & BEVERAGE,,6.11269E+11,RED BULL 8.4FL OZ SUGAR FREE,39
,,7.62222E+11,THC-A ZKITTLEZ PRE ROLLS 40CT,75
,,7.62222E+11,THC-A STRAW KUSHPRE ROLLS 40CT,75
,,7.62222E+11,THC-A BLUE RAZZ PRE ROLLS 40CT,75
SUPPLEMENTS,,7.18122E+11,RHINO 11 PLATINUM 9000,65
SMOKE SUPPLIES,,7.62222E+11,ALIEN THC-A PINK SLUSHIE,48
TOBACCO,SMOKE TOBACCO,8.94135E+11,GOOD STUFF MENTHL GOLD BG 16OZ,15.99
TOBACCO,25CT CIGAR,SWEET99WT,BLACK N MILD SWEET WT .99 25CT,24.5
TOBACCO,25CT CIGAR,070137512509,BLACK N MILD CASINO,26.5
SMOKE SUPPLIES,,081635990058,FUJIMA BRISTLE CLEANER 100CT,1.5
TOBACCO VAPE,42.5mg  VAPE,78663053,POSH PLUS SPEARMINT 3000 5CT,46.99
TOBACCO VAPE,70mg VAPE,78698437,POSH MAX5200 KIWISTRAW 5PK,53.99
MEDS/DAILY CARE,,6.36227E+11,MAGIC COMB 12 PCS,7.8
TOBACCO,60CT CIGAR,071610341159,DUTCH JAVA 2/1.29 2PK 30CT,33.5
TOBACCO VAPE,90mg Vape,8.10164E+11,GEEKBAR 25K STRAWBERRY KIWI 5C,63
PLASTIC/PAPER GOODS,PLASTIC BAGS,HANDLE PALLET WRAP,PALLET WRAP 1000FT HANDLE 4PK,39
TOBACCO VAPE,42.5mg  VAPE,78679603,POSH PLUS STRAWMELON 3K 5CT,46.99
,,6.55708E+11,STOMACH RELIEF 36CT ,18
PLASTIC/PAPER GOODS,,REDSTRAW,RED STRAW CASE,75
SUPPLEMENTS,PILLS,041606855588,DIAMOND GIRL PILLS,60
SMOKE SUPPLIES,PIPES,#10 GLASS PIPE,#10 GLASS PIPE,7
FOOD & BEVERAGE,SODA,025000058028,MINUTMAID 20OZ FRUITPUNCH 24PK,31
SMOKE SUPPLIES,MISC,009114611126,CHARCOAL LGT FLUID 32OZ 12CT,34.5
SMOKE SUPPLIES,PIPES,8.21844E+11,NOVELTY PIPE 90CT,39
MEDS/DAILY CARE,PILLS,2.03239E+13,DAYQUIL 32CT 2PK,36
TOBACCO,60CT CIGAR,071610341197,DUTCH BERRY 2/1.29 2PK 30CT,33.5
TOBACCO,24CT CIGAR,071610303089,BACKWOOD SINGLE RUSSIAN CR24CT,34
TOBACCO,25CT CIGAR,070137525257,BLACK N MILD REG WT BOX 25CT,34.99
MEDS/DAILY CARE,PILLS,3.0573E+11,ADVIL PM  20CT 6PK,32.5
FOOD & BEVERAGE,JUICE/MIXERS,072718100464,MR. PURE FRUIT PUNCH 32OZ,29.75
FOOD & BEVERAGE,,6.11269E+11,RED BULL 8.4 OZ PINK EDITION,39
FOOD & BEVERAGE,ENERGY DRINK,6.11269E+11,RED BULL GREEN 12 OZ 24CT,57
FOOD & BEVERAGE,,6.11269E+11,RED BULL BLUE 12 OZ,57
,,6.49964E+11,WILD HEMP STRAWBERRY 4/99,12.5
WRAPS/FILTERS/HEMP/CONES,,077170260756,GAMBLER TUBE CUT KING GOLD 5PK,12.5
WRAPS/FILTERS/HEMP/CONES,,077170261005,GAMBLER TUBE CUT MENTHOL KING ,16.5
WRAPS/FILTERS/HEMP/CONES,FILTER TUBES,066619500799,PREMIER TUBE MENTL 100MM 200C,18.75
WRAPS/FILTERS/HEMP/CONES,,077170260299,GAMBLE REG RED KING TUBE 200CT,12.5
ELECTRONICS & ACCESSORIES,,1.0657E+13,MAGIC 25 CIG FILTER 30CT,35
SMOKE SUPPLIES,PIPES,088169001182,BRASS PIPE SCREENS,7.99
WRAPS/FILTERS/HEMP/CONES,,077170511445,TOP PAPER JAR 144CT,125
WRAPS/FILTERS/HEMP/CONES,,079083159509,JOB 1.5 PAPER 50CT DISPLAY 2EX,64
WRAPS/FILTERS/HEMP/CONES,,077170122450,OCB BAMBOO KING 3PK,48
MEDS/DAILY CARE,,3.05731E+11,CHAPSTICK ORIGINAL 12PK,15.75
FOOD & BEVERAGE,SODA,012000001314,MOUNTAIN DEW 20OZ 24PK,24
FOOD & BEVERAGE,ENERGY DRINK,070847038443,MONSTER STRAWLEMONADE 16OZ,40.5
TOBACCO VAPE,42.5mg  VAPE,78612891,POSH PLUS GUM MINT 3000 5PK,46.99
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE PINEAPPLE COCONUT 10CT,105.5
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE POM BERRY MINT 10CT,105.5
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE RASPBERRY LEMON 10CT,105.5
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE BANANA MINT 10CT,105.5
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE BLUEBERBANANA 10CT,105.5
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE WATERMELON MINT 10CT,105.5
LIQUOR SUPPLIES,SALT,023604200331,TWANG CHILI LIME SALT 200CT,14.5
WRAPS/FILTERS/HEMP/CONES,CONES,008660007179,ZIGZAG CONE ULTRA THIN 6PK 24C,42.75
WRAPS/FILTERS/HEMP/CONES,CONES,7.16165E+11,RAW CONE HEMP KING 32PK 3CT,39.75
SMOKE SUPPLIES,ESSENCE,8.90423E+12,BLUNTBLACK DISPLAY 72CT,35
SMOKE SUPPLIES,,097861121531,PI POWER INTENCE AIR FRESHNER,75
FOOD & BEVERAGE,,7.00382E+11,SALUCITA MICHELADA BOMB 12CT,24
,,COLORS HI IPHONE CHARGER,COLORS HI IPHONE CHARGER,2.75
TOBACCO VAPE,70mg VAPE,78616080,POSH MAX5200 MANGO DRAGON 5PK,53.99
TOBACCO VAPE,70mg VAPE,78613010,POSH MAX5200 TRIPLEBERRY 5PK,53.99
AUTOMOTIVE,,1.00712E+13,STP BRAKE FLUID 6CT,14
,,7.20707E+11,BLACK BULL SHOT,26
SMOKE SUPPLIES,LIGHTERS,070330653986,BIC LUCKY SERIES LIGHTER 50CT,65
FOOD & BEVERAGE,JUICE/MIXERS,072718600490,MR. PURE GRAPEFRUIT 16OZ,19.5
